Năm,Tháng,Nhóm hàng,Chỉ số tiêu dùng
2013,11,Giao thông,99.66
2013,11,Giáo dục,100.10
2013,11,Hàng hoá và dịch vụ khác,100.18
2013,11,Hàng ăn và dịch vụ ăn uống,100.62
2013,11,Lương thực,101.29
2013,11,"May mặc, mũ nón, giày dép",100.35
2013,11,Nhà ở và vật liệu xây dựng,100.41
2013,11,"Phương tiện đi lại, bưu điện",
2013,11,Thiết bị và đồ dùng gia đình,100.24
2013,11,Thuốc và dịch vụ y tế,100.07
2013,11,Thực phẩm,100.56
2013,11,Trong đó: Dịch vụ giáo dục,
2013,11,Trong đó: Dịch vụ y tế,
2013,11,"Văn hóa, giải trí và du lịch",100.10
2013,11,Ăn uống ngoài gia đình,
2013,11,Đồ uống và thuốc lá,100.28
2013,12,Bưu chính viễn thông,99.99
2013,12,Chỉ số giá tiêu dùng,100.51
2013,12,Chỉ số giá vàng,96.67
2013,12,Chỉ số đô la Mỹ,100.05
2013,12,Giao thông,99.77
2013,12,Giáo dục,100.02
2013,12,Hàng hoá và dịch vụ khác,100.16
2013,12,Hàng ăn và dịch vụ ăn uống,100.49
2013,12,Lương thực,101.22
2013,12,"May mặc, mũ nón, giày dép",100.57
2013,12,Nhà ở và vật liệu xây dựng,102.31
2013,12,"Phương tiện đi lại, bưu điện",
2013,12,Thiết bị và đồ dùng gia đình,100.25
2013,12,Thuốc và dịch vụ y tế,100.08
2013,12,Thực phẩm,100.38
2013,12,Trong đó: Dịch vụ giáo dục,
2013,12,Trong đó: Dịch vụ y tế,
2013,12,"Văn hóa, giải trí và du lịch",100.13
2013,12,Ăn uống ngoài gia đình,
2013,12,Đồ uống và thuốc lá,100.27
2014,1,Bưu chính viễn thông,100.00
2014,1,Chỉ số giá tiêu dùng,100.69
2014,1,Chỉ số giá vàng,98.18
2014,1,Chỉ số đô la Mỹ,99.94
2014,1,Giao thông,101.22
2014,1,Giáo dục,100.01
2014,1,Hàng hoá và dịch vụ khác,100.63
2014,1,Hàng ăn và dịch vụ ăn uống,100.77
2014,1,Lương thực,101.33
2014,1,"May mặc, mũ nón, giày dép",100.89
2014,1,Nhà ở và vật liệu xây dựng,101.02
2014,1,"Phương tiện đi lại, bưu điện",
2014,1,Thiết bị và đồ dùng gia đình,100.39
2014,1,Thuốc và dịch vụ y tế,100.17
2014,1,Thực phẩm,100.75
2014,1,Trong đó: Dịch vụ giáo dục,
2014,1,Trong đó: Dịch vụ y tế,
2014,1,"Văn hóa, giải trí và du lịch",100.21
2014,1,Ăn uống ngoài gia đình,
2014,1,Đồ uống và thuốc lá,100.83
2014,2,Bưu chính viễn thông,99.98
2014,2,Chỉ số giá tiêu dùng,100.55
2014,2,Chỉ số giá vàng,101.87
2014,2,Chỉ số đô la Mỹ,99.97
2014,2,Giao thông,100.66
2014,2,Giáo dục,100.01
2014,2,Hàng hoá và dịch vụ khác,100.55
2014,2,Hàng ăn và dịch vụ ăn uống,101.15
2014,2,Lương thực,100.68
2014,2,"May mặc, mũ nón, giày dép",100.21
2014,2,Nhà ở và vật liệu xây dựng,99.36
2014,2,"Phương tiện đi lại, bưu điện",
2014,2,Thiết bị và đồ dùng gia đình,100.22
2014,2,Thuốc và dịch vụ y tế,100.05
2014,2,Thực phẩm,101.16
2014,2,Trong đó: Dịch vụ giáo dục,
2014,2,Trong đó: Dịch vụ y tế,
2014,2,"Văn hóa, giải trí và du lịch",100.61
2014,2,Ăn uống ngoài gia đình,
2014,2,Đồ uống và thuốc lá,100.60
2014,3,Bưu chính viễn thông,99.97
2014,3,Chỉ số giá tiêu dùng,99.56
2014,3,Chỉ số giá vàng,103.31
2014,3,Chỉ số đô la Mỹ,100.02
2014,3,Giao thông,99.97
2014,3,Giáo dục,100.03
2014,3,Hàng hoá và dịch vụ khác,100.23
2014,3,Hàng ăn và dịch vụ ăn uống,99.04
2014,3,Lương thực,99.87
2014,3,"May mặc, mũ nón, giày dép",100.05
2014,3,Nhà ở và vật liệu xây dựng,99.26
2014,3,"Phương tiện đi lại, bưu điện",
2014,3,Thiết bị và đồ dùng gia đình,100.16
2014,3,Thuốc và dịch vụ y tế,100.07
2014,3,Thực phẩm,98.46
2014,3,Trong đó: Dịch vụ giáo dục,
2014,3,Trong đó: Dịch vụ y tế,
2014,3,"Văn hóa, giải trí và du lịch",100.10
2014,3,Ăn uống ngoài gia đình,
2014,3,Đồ uống và thuốc lá,100.24
2014,4,Bưu chính viễn thông,99.86
2014,4,Chỉ số giá tiêu dùng,100.08
2014,4,Chỉ số giá vàng,98.96
2014,4,Chỉ số đô la Mỹ,99.94
2014,4,Giao thông,100.33
2014,4,Giáo dục,100.06
2014,4,Hàng hoá và dịch vụ khác,100.09
2014,4,Hàng ăn và dịch vụ ăn uống,100.15
2014,4,Lương thực,99.74
2014,4,"May mặc, mũ nón, giày dép",100.26
2014,4,Nhà ở và vật liệu xây dựng,99.44
2014,4,"Phương tiện đi lại, bưu điện",
2014,4,Thiết bị và đồ dùng gia đình,100.24
2014,4,Thuốc và dịch vụ y tế,100.04
2014,4,Thực phẩm,100.27
2014,4,Trong đó: Dịch vụ giáo dục,
2014,4,Trong đó: Dịch vụ y tế,
2014,4,"Văn hóa, giải trí và du lịch",100.02
2014,4,Ăn uống ngoài gia đình,
2014,4,Đồ uống và thuốc lá,100.23
2014,5,Bưu chính viễn thông,99.97
2014,5,Chỉ số giá tiêu dùng,100.20
2014,5,Chỉ số giá vàng,99.15
2014,5,Chỉ số đô la Mỹ,99.96
2014,5,Giao thông,100.36
2014,5,Giáo dục,100.01
2014,5,Hàng hoá và dịch vụ khác,100.22
2014,5,Hàng ăn và dịch vụ ăn uống,100.17
2014,5,Lương thực,99.49
2014,5,"May mặc, mũ nón, giày dép",100.20
2014,5,Nhà ở và vật liệu xây dựng,100.43
2014,5,"Phương tiện đi lại, bưu điện",
2014,5,Thiết bị và đồ dùng gia đình,100.25
2014,5,Thuốc và dịch vụ y tế,100.06
2014,5,Thực phẩm,100.37
2014,5,Trong đó: Dịch vụ giáo dục,
2014,5,Trong đó: Dịch vụ y tế,
2014,5,"Văn hóa, giải trí và du lịch",100.26
2014,5,Ăn uống ngoài gia đình,
2014,5,Đồ uống và thuốc lá,100.13
2014,6,Bưu chính viễn thông,99.87
2014,6,Chỉ số giá tiêu dùng,100.30
2014,6,Chỉ số giá vàng,99.88
2014,6,Chỉ số đô la Mỹ,100.49
2014,6,Giao thông,100.18
2014,6,Giáo dục,100.01
2014,6,Hàng hoá và dịch vụ khác,100.23
2014,6,Hàng ăn và dịch vụ ăn uống,100.28
2014,6,Lương thực,99.57
2014,6,"May mặc, mũ nón, giày dép",100.22
2014,6,Nhà ở và vật liệu xây dựng,100.61
2014,6,"Phương tiện đi lại, bưu điện",
2014,6,Thiết bị và đồ dùng gia đình,100.20
2014,6,Thuốc và dịch vụ y tế,100.74
2014,6,Thực phẩm,100.54
2014,6,Trong đó: Dịch vụ giáo dục,
2014,6,Trong đó: Dịch vụ y tế,
2014,6,"Văn hóa, giải trí và du lịch",100.27
2014,6,Ăn uống ngoài gia đình,
2014,6,Đồ uống và thuốc lá,100.30
2014,7,Bưu chính viễn thông,99.99
2014,7,Chỉ số giá tiêu dùng,100.23
2014,7,Chỉ số giá vàng,101.38
2014,7,Chỉ số đô la Mỹ,100.36
2014,7,Giao thông,100.44
2014,7,Giáo dục,100.03
2014,7,Hàng hoá và dịch vụ khác,100.24
2014,7,Hàng ăn và dịch vụ ăn uống,100.26
2014,7,Lương thực,99.37
2014,7,"May mặc, mũ nón, giày dép",100.20
2014,7,Nhà ở và vật liệu xây dựng,100.43
2014,7,"Phương tiện đi lại, bưu điện",
2014,7,Thiết bị và đồ dùng gia đình,100.12
2014,7,Thuốc và dịch vụ y tế,100.05
2014,7,Thực phẩm,100.58
2014,7,Trong đó: Dịch vụ giáo dục,
2014,7,Trong đó: Dịch vụ y tế,
2014,7,"Văn hóa, giải trí và du lịch",100.04
2014,7,Ăn uống ngoài gia đình,
2014,7,Đồ uống và thuốc lá,100.20
2014,8,Bưu chính viễn thông,99.98
2014,8,Chỉ số giá tiêu dùng,100.22
2014,8,Chỉ số giá vàng,99.66
2014,8,Chỉ số đô la Mỹ,99.74
2014,8,Giao thông,99.94
2014,8,Giáo dục,100.22
2014,8,Hàng hoá và dịch vụ khác,100.18
2014,8,Hàng ăn và dịch vụ ăn uống,100.45
2014,8,Lương thực,100.45
2014,8,"May mặc, mũ nón, giày dép",100.32
2014,8,Nhà ở và vật liệu xây dựng,99.69
2014,8,"Phương tiện đi lại, bưu điện",
2014,8,Thiết bị và đồ dùng gia đình,100.09
2014,8,Thuốc và dịch vụ y tế,100.22
2014,8,Thực phẩm,100.54
2014,8,Trong đó: Dịch vụ giáo dục,
2014,8,Trong đó: Dịch vụ y tế,
2014,8,"Văn hóa, giải trí và du lịch",100.06
2014,8,Ăn uống ngoài gia đình,
2014,8,Đồ uống và thuốc lá,100.13
2014,9,Bưu chính viễn thông,100.00
2014,9,Chỉ số giá tiêu dùng,100.40
2014,9,Chỉ số giá vàng,98.34
2014,9,Chỉ số đô la Mỹ,99.85
2014,9,Giao thông,98.15
2014,9,Giáo dục,106.38
2014,9,Hàng hoá và dịch vụ khác,100.12
2014,9,Hàng ăn và dịch vụ ăn uống,100.22
2014,9,Lương thực,100.35
2014,9,"May mặc, mũ nón, giày dép",100.32
2014,9,Nhà ở và vật liệu xây dựng,99.62
2014,9,"Phương tiện đi lại, bưu điện",
2014,9,Thiết bị và đồ dùng gia đình,100.21
2014,9,Thuốc và dịch vụ y tế,100.23
2014,9,Thực phẩm,100.21
2014,9,Trong đó: Dịch vụ giáo dục,
2014,9,Trong đó: Dịch vụ y tế,
2014,9,"Văn hóa, giải trí và du lịch",100.09
2014,9,Ăn uống ngoài gia đình,
2014,9,Đồ uống và thuốc lá,100.08
2014,10,Bưu chính viễn thông,99.97
2014,10,Chỉ số giá tiêu dùng,100.11
2014,10,Chỉ số giá vàng,97.18
2014,10,Chỉ số đô la Mỹ,100.18
2014,10,Giao thông,98.98
2014,10,Giáo dục,101.31
2014,10,Hàng hoá và dịch vụ khác,100.17
2014,10,Hàng ăn và dịch vụ ăn uống,100.05
2014,10,Lương thực,100.20
2014,10,"May mặc, mũ nón, giày dép",100.19
2014,10,Nhà ở và vật liệu xây dựng,99.92
2014,10,"Phương tiện đi lại, bưu điện",
2014,10,Thiết bị và đồ dùng gia đình,100.22
2014,10,Thuốc và dịch vụ y tế,100.53
2014,10,Thực phẩm,100.01
2014,10,Trong đó: Dịch vụ giáo dục,
2014,10,Trong đó: Dịch vụ y tế,
2014,10,"Văn hóa, giải trí và du lịch",100.02
2014,10,Ăn uống ngoài gia đình,
2014,10,Đồ uống và thuốc lá,100.06
2014,11,Bưu chính viễn thông,99.99
2014,11,Chỉ số giá tiêu dùng,99.73
2014,11,Chỉ số giá vàng,98.51
2014,11,Chỉ số đô la Mỹ,100.23
2014,11,Giao thông,97.25
2014,11,Giáo dục,100.03
2014,11,Hàng hoá và dịch vụ khác,100.22
2014,11,Hàng ăn và dịch vụ ăn uống,99.97
2014,11,Lương thực,100.12
2014,11,"May mặc, mũ nón, giày dép",100.34
2014,11,Nhà ở và vật liệu xây dựng,99.26
2014,11,"Phương tiện đi lại, bưu điện",
2014,11,Thiết bị và đồ dùng gia đình,100.16
2014,11,Thuốc và dịch vụ y tế,100.04
2014,11,Thực phẩm,99.90
2014,11,Trong đó: Dịch vụ giáo dục,
2014,11,Trong đó: Dịch vụ y tế,
2014,11,"Văn hóa, giải trí và du lịch",100.10
2014,11,Ăn uống ngoài gia đình,
2014,11,Đồ uống và thuốc lá,100.12
2014,12,Bưu chính viễn thông,100.80
2014,12,Chỉ số giá tiêu dùng,99.76
2014,12,Chỉ số giá vàng,99.95
2014,12,Chỉ số đô la Mỹ,100.35
2014,12,Giao thông,96.91
2014,12,Giáo dục,100.03
2014,12,Hàng hoá và dịch vụ khác,100.34
2014,12,Hàng ăn và dịch vụ ăn uống,100.08
2014,12,Lương thực,100.14
2014,12,"May mặc, mũ nón, giày dép",100.51
2014,12,Nhà ở và vật liệu xây dựng,99.01
2014,12,"Phương tiện đi lại, bưu điện",
2014,12,Thiết bị và đồ dùng gia đình,100.18
2014,12,Thuốc và dịch vụ y tế,100.03
2014,12,Thực phẩm,100.05
2014,12,Trong đó: Dịch vụ giáo dục,
2014,12,Trong đó: Dịch vụ y tế,
2014,12,"Văn hóa, giải trí và du lịch",100.07
2014,12,Ăn uống ngoài gia đình,
2014,12,Đồ uống và thuốc lá,100.18
2015,1,Bưu chính viễn thông,99.93
2015,1,Chỉ số giá tiêu dùng,99.80
2015,1,Chỉ số giá vàng,100.55
2015,1,Chỉ số đô la Mỹ,100.23
2015,1,Giao thông,96.04
2015,1,Giáo dục,100.08
2015,1,Hàng hoá và dịch vụ khác,100.53
2015,1,Hàng ăn và dịch vụ ăn uống,100.28
2015,1,Lương thực,100.03
2015,1,"May mặc, mũ nón, giày dép",100.51
2015,1,Nhà ở và vật liệu xây dựng,98.91
2015,1,"Phương tiện đi lại, bưu điện",
2015,1,Thiết bị và đồ dùng gia đình,100.18
2015,1,Thuốc và dịch vụ y tế,100.29
2015,1,Thực phẩm,100.42
2015,1,Trong đó: Dịch vụ giáo dục,
2015,1,Trong đó: Dịch vụ y tế,
2015,1,"Văn hóa, giải trí và du lịch",100.13
2015,1,Ăn uống ngoài gia đình,
2015,1,Đồ uống và thuốc lá,100.37
2015,2,Bưu chính viễn thông,99.98
2015,2,Chỉ số giá tiêu dùng,99.95
2015,2,Chỉ số giá vàng,102.70
2015,2,Chỉ số đô la Mỹ,99.80
2015,2,Giao thông,95.59
2015,2,Giáo dục,100.03
2015,2,Hàng hoá và dịch vụ khác,100.74
2015,2,Hàng ăn và dịch vụ ăn uống,100.53
2015,2,Lương thực,100.13
2015,2,"May mặc, mũ nón, giày dép",100.45
2015,2,Nhà ở và vật liệu xây dựng,99.59
2015,2,"Phương tiện đi lại, bưu điện",
2015,2,Thiết bị và đồ dùng gia đình,100.31
2015,2,Thuốc và dịch vụ y tế,100.04
2015,2,Thực phẩm,100.75
2015,2,Trong đó: Dịch vụ giáo dục,
2015,2,Trong đó: Dịch vụ y tế,
2015,2,"Văn hóa, giải trí và du lịch",100.05
2015,2,Ăn uống ngoài gia đình,
2015,2,Đồ uống và thuốc lá,100.56
2015,3,Bưu chính viễn thông,99.98
2015,3,Chỉ số giá tiêu dùng,100.15
2015,3,Chỉ số giá vàng,98.37
2015,3,Chỉ số đô la Mỹ,100.16
2015,3,Giao thông,99.69
2015,3,Giáo dục,100.01
2015,3,Hàng hoá và dịch vụ khác,99.99
2015,3,Hàng ăn và dịch vụ ăn uống,100.36
2015,3,Lương thực,99.76
2015,3,"May mặc, mũ nón, giày dép",99.96
2015,3,Nhà ở và vật liệu xây dựng,100.16
2015,3,"Phương tiện đi lại, bưu điện",
2015,3,Thiết bị và đồ dùng gia đình,100.09
2015,3,Thuốc và dịch vụ y tế,100.04
2015,3,Thực phẩm,100.31
2015,3,Trong đó: Dịch vụ giáo dục,
2015,3,Trong đó: Dịch vụ y tế,
2015,3,"Văn hóa, giải trí và du lịch",100.18
2015,3,Ăn uống ngoài gia đình,
2015,3,Đồ uống và thuốc lá,99.89
2015,4,Bưu chính viễn thông,99.91
2015,4,Chỉ số giá tiêu dùng,100.14
2015,4,Chỉ số giá vàng,98.96
2015,4,Chỉ số đô la Mỹ,100.74
2015,4,Giao thông,102.47
2015,4,Giáo dục,100.01
2015,4,Hàng hoá và dịch vụ khác,100.16
2015,4,Hàng ăn và dịch vụ ăn uống,99.58
2015,4,Lương thực,99.69
2015,4,"May mặc, mũ nón, giày dép",100.14
2015,4,Nhà ở và vật liệu xây dựng,100.84
2015,4,"Phương tiện đi lại, bưu điện",
2015,4,Thiết bị và đồ dùng gia đình,100.16
2015,4,Thuốc và dịch vụ y tế,100.19
2015,4,Thực phẩm,99.46
2015,4,Trong đó: Dịch vụ giáo dục,
2015,4,Trong đó: Dịch vụ y tế,
2015,4,"Văn hóa, giải trí và du lịch",100.32
2015,4,Ăn uống ngoài gia đình,
2015,4,Đồ uống và thuốc lá,99.99
2015,5,Bưu chính viễn thông,100.01
2015,5,Chỉ số giá tiêu dùng,100.16
2015,5,Chỉ số giá vàng,99.73
2015,5,Chỉ số đô la Mỹ,100.36
2015,5,Giao thông,101.02
2015,5,Giáo dục,100.00
2015,5,Hàng hoá và dịch vụ khác,100.17
2015,5,Hàng ăn và dịch vụ ăn uống,99.78
2015,5,Lương thực,99.54
2015,5,"May mặc, mũ nón, giày dép",100.14
2015,5,Nhà ở và vật liệu xây dựng,101.27
2015,5,"Phương tiện đi lại, bưu điện",
2015,5,Thiết bị và đồ dùng gia đình,100.13
2015,5,Thuốc và dịch vụ y tế,100.03
2015,5,Thực phẩm,99.71
2015,5,Trong đó: Dịch vụ giáo dục,
2015,5,Trong đó: Dịch vụ y tế,
2015,5,"Văn hóa, giải trí và du lịch",100.39
2015,5,Ăn uống ngoài gia đình,
2015,5,Đồ uống và thuốc lá,100.20
2015,6,Bưu chính viễn thông,99.97
2015,6,Chỉ số giá tiêu dùng,100.35
2015,6,Chỉ số giá vàng,99.92
2015,6,Chỉ số đô la Mỹ,100.62
2015,6,Giao thông,103.54
2015,6,Giáo dục,100.00
2015,6,Hàng hoá và dịch vụ khác,100.12
2015,6,Hàng ăn và dịch vụ ăn uống,99.97
2015,6,Lương thực,99.38
2015,6,"May mặc, mũ nón, giày dép",100.17
2015,6,Nhà ở và vật liệu xây dựng,100.30
2015,6,"Phương tiện đi lại, bưu điện",
2015,6,Thiết bị và đồ dùng gia đình,100.12
2015,6,Thuốc và dịch vụ y tế,100.38
2015,6,Thực phẩm,100.10
2015,6,Trong đó: Dịch vụ giáo dục,
2015,6,Trong đó: Dịch vụ y tế,
2015,6,"Văn hóa, giải trí và du lịch",100.26
2015,6,Ăn uống ngoài gia đình,
2015,6,Đồ uống và thuốc lá,100.24
2015,7,Bưu chính viễn thông,99.98
2015,7,Chỉ số giá tiêu dùng,100.13
2015,7,Chỉ số giá vàng,98.76
2015,7,Chỉ số đô la Mỹ,100.09
2015,7,Giao thông,100.16
2015,7,Giáo dục,100.01
2015,7,Hàng hoá và dịch vụ khác,100.08
2015,7,Hàng ăn và dịch vụ ăn uống,100.10
2015,7,Lương thực,99.62
2015,7,"May mặc, mũ nón, giày dép",100.25
2015,7,Nhà ở và vật liệu xây dựng,100.22
2015,7,"Phương tiện đi lại, bưu điện",
2015,7,Thiết bị và đồ dùng gia đình,100.14
2015,7,Thuốc và dịch vụ y tế,100.15
2015,7,Thực phẩm,100.24
2015,7,Trong đó: Dịch vụ giáo dục,
2015,7,Trong đó: Dịch vụ y tế,
2015,7,"Văn hóa, giải trí và du lịch",100.16
2015,7,Ăn uống ngoài gia đình,
2015,7,Đồ uống và thuốc lá,100.18
2015,8,Bưu chính viễn thông,99.98
2015,8,Chỉ số giá tiêu dùng,99.93
2015,8,Chỉ số giá vàng,96.08
2015,8,Chỉ số đô la Mỹ,100.31
2015,8,Giao thông,97.88
2015,8,Giáo dục,100.87
2015,8,Hàng hoá và dịch vụ khác,99.98
2015,8,Hàng ăn và dịch vụ ăn uống,100.10
2015,8,Lương thực,99.84
2015,8,"May mặc, mũ nón, giày dép",100.28
2015,8,Nhà ở và vật liệu xây dựng,99.55
2015,8,"Phương tiện đi lại, bưu điện",
2015,8,Thiết bị và đồ dùng gia đình,100.11
2015,8,Thuốc và dịch vụ y tế,100.03
2015,8,Thực phẩm,100.16
2015,8,Trong đó: Dịch vụ giáo dục,
2015,8,Trong đó: Dịch vụ y tế,
2015,8,"Văn hóa, giải trí và du lịch",100.04
2015,8,Ăn uống ngoài gia đình,
2015,8,Đồ uống và thuốc lá,100.07
2015,9,Bưu chính viễn thông,99.93
2015,9,Chỉ số giá tiêu dùng,99.79
2015,9,Chỉ số giá vàng,103.54
2015,9,Chỉ số đô la Mỹ,102.71
2015,9,Giao thông,96.83
2015,9,Giáo dục,101.24
2015,9,Hàng hoá và dịch vụ khác,100.19
2015,9,Hàng ăn và dịch vụ ăn uống,99.87
2015,9,Lương thực,99.76
2015,9,"May mặc, mũ nón, giày dép",100.21
2015,9,Nhà ở và vật liệu xây dựng,99.32
2015,9,"Phương tiện đi lại, bưu điện",
2015,9,Thiết bị và đồ dùng gia đình,100.07
2015,9,Thuốc và dịch vụ y tế,100.43
2015,9,Thực phẩm,99.86
2015,9,Trong đó: Dịch vụ giáo dục,
2015,9,Trong đó: Dịch vụ y tế,
2015,9,"Văn hóa, giải trí và du lịch",100.03
2015,9,Ăn uống ngoài gia đình,
2015,9,Đồ uống và thuốc lá,100.10
2015,10,Bưu chính viễn thông,99.97
2015,10,Chỉ số giá tiêu dùng,100.11
2015,10,Chỉ số giá vàng,99.95
2015,10,Chỉ số đô la Mỹ,99.84
2015,10,Giao thông,99.95
2015,10,Giáo dục,100.05
2015,10,Hàng hoá và dịch vụ khác,100.10
2015,10,Hàng ăn và dịch vụ ăn uống,100.19
2015,10,Lương thực,99.83
2015,10,"May mặc, mũ nón, giày dép",100.20
2015,10,Nhà ở và vật liệu xây dựng,99.99
2015,10,"Phương tiện đi lại, bưu điện",
2015,10,Thiết bị và đồ dùng gia đình,100.12
2015,10,Thuốc và dịch vụ y tế,100.01
2015,10,Thực phẩm,100.34
2015,10,Trong đó: Dịch vụ giáo dục,
2015,10,Trong đó: Dịch vụ y tế,
2015,10,"Văn hóa, giải trí và du lịch",99.94
2015,10,Ăn uống ngoài gia đình,
2015,10,Đồ uống và thuốc lá,100.11
2015,11,Bưu chính viễn thông,99.90
2015,11,Chỉ số giá tiêu dùng,100.07
2015,11,Chỉ số giá vàng,99.39
2015,11,Chỉ số đô la Mỹ,99.69
2015,11,Giao thông,99.62
2015,11,Giáo dục,100.06
2015,11,Hàng hoá và dịch vụ khác,100.07
2015,11,Hàng ăn và dịch vụ ăn uống,100.05
2015,11,Lương thực,100.31
2015,11,"May mặc, mũ nón, giày dép",100.14
2015,11,Nhà ở và vật liệu xây dựng,100.32
2015,11,"Phương tiện đi lại, bưu điện",
2015,11,Thiết bị và đồ dùng gia đình,100.19
2015,11,Thuốc và dịch vụ y tế,100.05
2015,11,Thực phẩm,99.99
2015,11,Trong đó: Dịch vụ giáo dục,
2015,11,Trong đó: Dịch vụ y tế,
2015,11,"Văn hóa, giải trí và du lịch",100.07
2015,11,Ăn uống ngoài gia đình,
2015,11,Đồ uống và thuốc lá,100.16
2015,12,Bưu chính viễn thông,99.97
2015,12,Chỉ số giá tiêu dùng,100.02
2015,12,Chỉ số giá vàng,97.20
2015,12,Chỉ số đô la Mỹ,100.69
2015,12,Giao thông,98.43
2015,12,Giáo dục,100.04
2015,12,Hàng hoá và dịch vụ khác,100.15
2015,12,Hàng ăn và dịch vụ ăn uống,100.16
2015,12,Lương thực,100.45
2015,12,"May mặc, mũ nón, giày dép",100.32
2015,12,Nhà ở và vật liệu xây dựng,100.50
2015,12,"Phương tiện đi lại, bưu điện",
2015,12,Thiết bị và đồ dùng gia đình,99.90
2015,12,Thuốc và dịch vụ y tế,100.14
2015,12,Thực phẩm,100.13
2015,12,Trong đó: Dịch vụ giáo dục,
2015,12,Trong đó: Dịch vụ y tế,
2015,12,"Văn hóa, giải trí và du lịch",99.95
2015,12,Ăn uống ngoài gia đình,
2015,12,Đồ uống và thuốc lá,100.16
2016,1,Bưu chính viễn thông,99.94
2016,1,Chỉ số giá tiêu dùng,100.00
2016,1,Chỉ số giá vàng,99.77
2016,1,Chỉ số đô la Mỹ,100.18
2016,1,Giao thông,97.18
2016,1,Giáo dục,100.89
2016,1,Hàng hoá và dịch vụ khác,100.29
2016,1,Hàng ăn và dịch vụ ăn uống,100.25
2016,1,Lương thực,100.48
2016,1,"May mặc, mũ nón, giày dép",100.37
2016,1,Nhà ở và vật liệu xây dựng,100.30
2016,1,"Phương tiện đi lại, bưu điện",
2016,1,Thiết bị và đồ dùng gia đình,100.16
2016,1,Thuốc và dịch vụ y tế,100.21
2016,1,Thực phẩm,100.30
2016,1,Trong đó: Dịch vụ giáo dục,
2016,1,Trong đó: Dịch vụ y tế,
2016,1,"Văn hóa, giải trí và du lịch",100.16
2016,1,Ăn uống ngoài gia đình,
2016,1,Đồ uống và thuốc lá,100.44
2016,2,Bưu chính viễn thông,99.84
2016,2,Chỉ số giá tiêu dùng,100.42
2016,2,Chỉ số giá vàng,103.02
2016,2,Chỉ số đô la Mỹ,99.36
2016,2,Giao thông,96.04
2016,2,Giáo dục,100.26
2016,2,Hàng hoá và dịch vụ khác,100.80
2016,2,Hàng ăn và dịch vụ ăn uống,101.98
2016,2,Lương thực,100.66
2016,2,"May mặc, mũ nón, giày dép",100.45
2016,2,Nhà ở và vật liệu xây dựng,99.59
2016,2,"Phương tiện đi lại, bưu điện",
2016,2,Thiết bị và đồ dùng gia đình,100.19
2016,2,Thuốc và dịch vụ y tế,100.06
2016,2,Thực phẩm,102.45
2016,2,Trong đó: Dịch vụ giáo dục,
2016,2,Trong đó: Dịch vụ y tế,
2016,2,"Văn hóa, giải trí và du lịch",100.71
2016,2,Ăn uống ngoài gia đình,
2016,2,Đồ uống và thuốc lá,101.15
2016,3,Bưu chính viễn thông,99.90
2016,3,Chỉ số giá tiêu dùng,100.57
2016,3,Chỉ số giá vàng,104.87
2016,3,Chỉ số đô la Mỹ,99.62
2016,3,Giao thông,96.36
2016,3,Giáo dục,100.66
2016,3,Hàng hoá và dịch vụ khác,99.77
2016,3,Hàng ăn và dịch vụ ăn uống,99.52
2016,3,Lương thực,100.23
2016,3,"May mặc, mũ nón, giày dép",99.83
2016,3,Nhà ở và vật liệu xây dựng,99.99
2016,3,"Phương tiện đi lại, bưu điện",
2016,3,Thiết bị và đồ dùng gia đình,99.99
2016,3,Thuốc và dịch vụ y tế,124.34
2016,3,Thực phẩm,99.33
2016,3,Trong đó: Dịch vụ giáo dục,
2016,3,Trong đó: Dịch vụ y tế,
2016,3,"Văn hóa, giải trí và du lịch",99.90
2016,3,Ăn uống ngoài gia đình,
2016,3,Đồ uống và thuốc lá,99.46
2016,4,Bưu chính viễn thông,100.00
2016,4,Chỉ số giá tiêu dùng,100.33
2016,4,Chỉ số giá vàng,100.30
2016,4,Chỉ số đô la Mỹ,100.05
2016,4,Giao thông,101.73
2016,4,Giáo dục,100.37
2016,4,Hàng hoá và dịch vụ khác,100.10
2016,4,Hàng ăn và dịch vụ ăn uống,100.00
2016,4,Lương thực,101.11
2016,4,"May mặc, mũ nón, giày dép",100.05
2016,4,Nhà ở và vật liệu xây dựng,100.71
2016,4,"Phương tiện đi lại, bưu điện",
2016,4,Thiết bị và đồ dùng gia đình,100.10
2016,4,Thuốc và dịch vụ y tế,100.45
2016,4,Thực phẩm,99.73
2016,4,Trong đó: Dịch vụ giáo dục,
2016,4,Trong đó: Dịch vụ y tế,
2016,4,"Văn hóa, giải trí và du lịch",99.99
2016,4,Ăn uống ngoài gia đình,
2016,4,Đồ uống và thuốc lá,100.17
2016,5,Bưu chính viễn thông,100.03
2016,5,Chỉ số giá tiêu dùng,100.54
2016,5,Chỉ số giá vàng,101.45
2016,5,Chỉ số đô la Mỹ,99.90
2016,5,Giao thông,102.39
2016,5,Giáo dục,100.02
2016,5,Hàng hoá và dịch vụ khác,100.56
2016,5,Hàng ăn và dịch vụ ăn uống,100.36
2016,5,Lương thực,100.68
2016,5,"May mặc, mũ nón, giày dép",100.02
2016,5,Nhà ở và vật liệu xây dựng,100.88
2016,5,"Phương tiện đi lại, bưu điện",
2016,5,Thiết bị và đồ dùng gia đình,100.09
2016,5,Thuốc và dịch vụ y tế,100.05
2016,5,Thực phẩm,100.38
